,filtered_word,filtered_freq
35550,elinor,nnp
35551,matter,nn
35552,marianne,nnp
35553,--,:
35554,look,vbd
35555,unwell,rb
35556,ha,nn
35557,lost,vbd
35558,colour,nn
35559,grown,vbn
35560,quite,rb
35561,thin,jj
35562,ill,vb
35563,'',''
35564,``,``
35565,well,rb
35566,ha,vbd
35567,nervous,jj
35568,complaint,nn
35569,several,jj
35570,week,nn
35571,'',''
35572,``,``
35573,sorry,jj
35574,time,nn
35575,life,nn
35576,thing,nn
35577,illness,nn
35578,destroys,vbz
35579,bloom,nn
35580,ever,rb
35581,'s,vbz
35582,ha,jj
35583,short,jj
35584,one,nn
35585,wa,vbd
35586,handsome,nn
35587,girl,nn
35588,last,jj
35589,september,nnp
35590,ever,rb
35591,saw,vbd
35592,likely,jj
35593,attract,vb
35594,man,nn
35595,wa,jj
35596,something,nn
35597,style,nn
35598,beauty,nn
35599,please,vb
35600,particularly,rb
35601,remember,vbp
35602,fanny,nnp
35603,used,vbd
35604,say,vb
35605,would,md
35606,marry,vb
35607,sooner,nn
35608,better,jjr
35609,exceedingly,rb
35610,fond,nn
35611,happened,vbd
35612,strike,vb
35613,mistaken,vbn
35614,however,rb
35615,question,vbp
35616,whether,in
35617,marianne,nnp
35618,marry,vb
35619,man,nn
35620,worth,in
35621,five,cd
35622,six,cd
35623,hundred,cd
35624,a-year,jj
35625,utmost,nn
35626,much,rb
35627,deceived,vbn
35628,better,jjr
35629,dorsetshire,nn
35630,know,vbp
35631,little,jj
35632,dorsetshire,nnp
35633,dear,jj
35634,elinor,nnp
35635,shall,md
35636,exceedingly,rb
35637,glad,jj
35638,know,vb
35639,think,vbp
35640,answer,vb
35641,fanny,nnp
35642,among,in
35643,earliest,jjs
35644,best,jjs
35645,pleased,jj
35646,visitor,nn
35647,'',''
35648,elinor,nnp
35649,tried,vbd
35650,seriously,rb
35651,convince,vb
35652,wa,vbz
35653,likelihood,nn
35654,marrying,nn
35655,colonel,nnp
35656,brandon,nnp
35657,wa,vbd
35658,expectation,nn
35659,much,jj
35660,pleasure,nn
35661,relinquished,vbn
35662,wa,vbz
35663,really,rb
35664,resolved,vbn
35665,seeking,vbg
35666,intimacy,nn
35667,gentleman,nn
35668,promoting,vbg
35669,marriage,nn
35670,every,dt
35671,possible,jj
35672,attention,nn
35673,compunction,nn
35674,enough,rb
35675,done,vbn
35676,nothing,nn
35677,sister,nn
35678,exceedingly,rb
35679,anxious,jj
35680,everybody,nn
35681,else,rb
35682,great,jj
35683,deal,nn
35684,offer,nn
35685,colonel,nnp
35686,brandon,nnp
35687,legacy,nn
35688,mrs.,nnp
35689,jennings,nnp
35690,wa,vbd
35691,easiest,jjs
35692,mean,nn
35693,atoning,vbg
35694,neglect,nn
35695,lucky,jj
35696,enough,rb
35697,find,vb
35698,lady,jj
35699,middleton,nnp
35700,home,nn
35701,sir,nnp
35702,john,nnp
35703,came,vbd
35704,visit,nn
35705,ended,vbn
35706,abundance,nnp
35707,civility,nn
35708,passed,vbn
35709,side,nn
35710,sir,nnp
35711,john,nnp
35712,wa,vbp
35713,ready,jj
35714,like,vb
35715,anybody,nn
35716,though,in
35717,mr.,nnp
35718,dashwood,nnp
35719,seem,vb
35720,know,vb
35721,much,rb
35722,horse,nn
35723,soon,rb
35724,set,vbd
35725,good-natured,jj
35726,fellow,nn
35727,lady,nnp
35728,middleton,nnp
35729,saw,vbd
35730,enough,rb
35731,fashion,nn
35732,appearance,nn
35733,think,vb
35734,acquaintance,nn
35735,worth,in
35736,mr.,nnp
35737,dashwood,nnp
35738,went,vbd
35739,away,rb
35740,delighted,vbn
35741,``,``
35742,shall,md
35743,charming,jj
35744,account,nn
35745,carry,vb
35746,fanny,nnp
35747,'',''
35748,said,vbd
35749,walked,vbd
35750,back,rp
35751,sister,nn
35752,``,``
35753,lady,jj
35754,middleton,nnp
35755,really,rb
35756,elegant,jj
35757,woman,nn
35758,woman,nn
35759,sure,jj
35760,fanny,nnp
35761,glad,jj
35762,know,vb
35763,mrs.,nnp
35764,jennings,nnp
35765,exceedingly,rb
35766,well-behaved,jj
35767,woman,nn
35768,though,in
35769,elegant,jj
35770,daughter,nn
35771,sister,nn
35772,need,md
35773,scruple,jj
35774,even,rb
35775,visiting,vbg
35776,say,vb
35777,truth,nn
35778,ha,vbp
35779,little,jj
35780,case,nn
35781,naturally,rb
35782,knew,vbd
35783,mrs.,nnp
35784,jennings,nnp
35785,wa,vbd
35786,widow,nn
35787,man,nn
35788,got,vbn
35789,money,nn
35790,low,jj
35791,way,nn
35792,fanny,nnp
35793,mrs.,nnp
35794,ferrars,nnp
35795,strongly,rb
35796,prepossessed,vbn
35797,neither,dt
35798,daughter,nn
35799,kind,nn
35800,woman,nn
35801,fanny,nnp
35802,would,md
35803,like,vb
35804,associate,vb
35805,carry,vb
35806,satisfactory,jj
35807,account,nn
35808,'',''
35809,chapter,nn
35810,34,cd
35811,mrs.,nnp
35812,john,nnp
35813,dashwood,nnp
35814,much,jj
35815,confidence,nn
35816,husband,nn
35817,'s,pos
35818,judgment,nn
35819,waited,vbd
35820,next,jj
35821,day,nn
35822,mrs.,nnp
35823,jennings,nnp
35824,daughter,nn
35825,confidence,nn
35826,wa,nn
35827,rewarded,vbn
35828,finding,vbg
35829,even,rb
35830,former,jj
35831,even,rb
35832,woman,nn
35833,sister,nn
35834,staying,vbg
35835,mean,nn
35836,unworthy,in
35837,notice,nn
35838,lady,nnp
35839,middleton,nnp
35840,found,vbd
35841,one,cd
35842,charming,jj
35843,woman,nn
35844,world,nn
35845,lady,jj
35846,middleton,nnp
35847,wa,nn
35848,equally,rb
35849,pleased,jj
35850,mrs.,nnp
35851,dashwood,nnp
35852,wa,vbz
35853,kind,nn
35854,cold,nn
35855,hearted,vbn
35856,selfishness,nn
35857,side,nn
35858,mutually,rb
35859,attracted,vbd
35860,sympathised,vbd
35861,insipid,jj
35862,propriety,nn
35863,demeanor,nn
35864,general,jj
35865,want,nn
35866,understanding,vbg
35867,manner,nn
35868,however,rb
35869,recommended,vbd
35870,mrs.,nnp
35871,john,nnp
35872,dashwood,nnp
35873,good,jj
35874,opinion,nn
35875,lady,nnp
35876,middleton,nnp
35877,suit,vb
35878,fancy,nn
35879,mrs.,nnp
35880,jennings,nnp
35881,appeared,vbd
35882,nothing,nn
35883,little,jj
35884,proud-looking,jj
35885,woman,nn
35886,uncordial,jj
35887,address,nn
35888,met,vbd
35889,husband,nn
35890,'s,pos
35891,sister,nn
35892,without,in
35893,affection,nn
35894,almost,rb
35895,without,in
35896,anything,nn
35897,say,vb
35898,quarter,nn
35899,hour,nn
35900,bestowed,vbd
35901,berkeley,nnp
35902,street,nnp
35903,sat,vbd
35904,least,jjs
35905,seven,cd
35906,minute,nn
35907,half,nn
35908,silence,nn
35909,elinor,nnp
35910,wanted,vbd
35911,much,jj
35912,know,vb
35913,though,in
35914,chuse,vb
35915,ask,vb
35916,whether,in
35917,edward,nnp
35918,wa,nn
35919,town,nn
35920,nothing,nn
35921,would,md
35922,induced,vbn
35923,fanny,nnp
35924,voluntarily,rb
35925,mention,vb
35926,name,nn
35927,till,vb
35928,able,jj
35929,tell,vb
35930,marriage,nn
35931,miss,nnp
35932,morton,nnp
35933,wa,vbz
35934,resolved,vbn
35935,till,vb
35936,husband,nn
35937,'s,pos
35938,expectation,nn
35939,colonel,nnp
35940,brandon,nnp
35941,answered,vbn
35942,believed,vbd
35943,still,rb
35944,much,jj
35945,attached,vbn
35946,could,md
35947,sedulously,rb
35948,divided,vbn
35949,word,nn
35950,deed,nn
35951,every,dt
35952,occasion,nn
35953,intelligence,nn
35954,however,rb
35955,would,md
35956,give,vb
35957,soon,rb
35958,flowed,vbd
35959,another,dt
35960,quarter,nn
35961,lucy,nnp
35962,came,vbd
35963,shortly,rb
35964,claim,vb
35965,elinor,nnp
35966,'s,pos
35967,compassion,nn
35968,unable,jj
35969,see,vb
35970,edward,nnp
35971,though,in
35972,arrived,vbn
35973,town,nn
35974,mr.,nnp
35975,mrs.,nnp
35976,dashwood,nnp
35977,dared,vbd
35978,come,vbn
35979,bartlett,nnp
35980,'s,pos
35981,buildings,nns
35982,fear,nn
35983,detection,nn
35984,though,in
35985,mutual,jj
35986,impatience,nn
35987,meet,vb
35988,wa,prp
35989,told,vbn
35990,could,md
35991,nothing,nn
35992,present,jj
35993,write,jj
35994,edward,nnp
35995,assured,vbd
35996,town,nn
35997,within,in
35998,short,jj
35999,time,nn
36000,twice,rb
36001,calling,vbg
36002,berkeley,nnp
36003,street,nnp
36004,twice,nnp
36005,wa,vbd
36006,card,nn
36007,found,vbd
36008,table,nn
36009,returned,vbd
36010,morning,nn
36011,'s,pos
36012,engagement,nn
36013,elinor,nnp
36014,wa,nn
36015,pleased,vbd
36016,called,vbn
36017,still,rb
36018,pleased,jj
36019,missed,vbn
36020,dashwoods,nnps
36021,prodigiously,rb
36022,delighted,vbn
36023,middletons,nns
36024,though,in
36025,much,jj
36026,habit,nn
36027,giving,vbg
36028,anything,nn
36029,determined,vbd
36030,give,vb
36031,--,:
36032,dinner,nn
36033,soon,rb
36034,acquaintance,nn
36035,began,vbd
36036,invited,vbd
36037,dine,vb
36038,harley,nnp
36039,street,nnp
36040,taken,vbn
36041,good,jj
36042,house,nn
36043,three,cd
36044,month,nn
36045,sister,nn
36046,mrs.,nnp
36047,jennings,nnp
36048,invited,vbn
36049,likewise,rb
36050,john,nnp
36051,dashwood,nnp
36052,wa,nn
36053,careful,nn
36054,secure,vb
36055,colonel,nnp
36056,brandon,nnp
36057,always,rb
36058,glad,vb
36059,miss,nnp
36060,dashwoods,nnp
36061,received,vbd
36062,eager,jj
36063,civility,nn
36064,surprise,nn
36065,much,rb
36066,pleasure,nn
36067,meet,vb
36068,mrs.,nnp
36069,ferrars,nnp
36070,elinor,nnp
36071,could,md
36072,learn,vb
36073,whether,in
36074,son,nn
36075,party,nn
36076,expectation,nn
36077,seeing,vbg
36078,however,rb
36079,wa,rb
36080,enough,rb
36081,make,vb
36082,interested,jj
36083,engagement,nn
36084,though,in
36085,could,md
36086,meet,vb
36087,edward's,nnp
36088,mother,nn
36089,without,in
36090,strong,jj
36091,anxiety,nn
36092,promised,vbn
36093,attend,vb
36094,introduction,nn
36095,though,in
36096,could,md
36097,see,vb
36098,perfect,jj
36099,indifference,nn
36100,opinion,nn
36101,desire,nn
36102,company,nn
36103,mrs.,nnp
36104,ferrars,nnp
36105,curiosity,nn
36106,know,vb
36107,wa,vbp
36108,like,in
36109,wa,vb
36110,lively,rb
36111,ever,rb
36112,interest,nn
36113,thus,rb
36114,anticipated,vbd
36115,party,nn
36116,wa,jj
36117,soon,rb
36118,afterwards,nns
36119,increased,vbd
36120,powerfully,rb
36121,pleasantly,rb
36122,hearing,nn
36123,miss,nnp
36124,steeles,nnp
36125,also,rb
36126,well,rb
36127,recommended,vbd
36128,lady,nnp
36129,middleton,nnp
36130,agreeable,jj
36131,assiduity,nn
36132,made,vbd
36133,though,in
36134,lucy,nnp
36135,wa,nn
36136,certainly,rb
36137,elegant,jj
36138,sister,nn
36139,even,rb
36140,genteel,vb
36141,wa,vbd
36142,ready,jj
36143,sir,nnp
36144,john,nnp
36145,ask,vb
36146,spend,vb
36147,week,nn
36148,two,cd
36149,conduit,nnp
36150,street,nnp
36151,happened,vbd
36152,particularly,rb
36153,convenient,jj
36154,miss,nnp
36155,steeles,nnp
36156,soon,rb
36157,dashwoods,nnp
36158,invitation,nn
36159,wa,nn
36160,known,vbn
36161,visit,nn
36162,begin,vb
36163,day,nn
36164,party,nn
36165,took,vbd
36166,place,nn
36167,claim,nn
36168,notice,nn
36169,mrs.,nnp
36170,john,nnp
36171,dashwood,nnp
36172,niece,nn
36173,gentleman,nn
36174,many,jj
36175,year,nn
36176,care,nn
36177,brother,nn
36178,might,md
36179,done,vbn
36180,much,rb
36181,however,rb
36182,towards,nns
36183,procuring,vbg
36184,seat,nn
36185,table,nn
36186,lady,nnp
36187,middleton,nnp
36188,'s,pos
36189,guest,jjs
36190,must,md
36191,welcome,jj
36192,lucy,nnp
36193,long,rb
36194,wanted,vbn
36195,personally,rb
36196,known,vbn
36197,family,nn
36198,nearer,jjr
36199,view,nn
36200,character,nn
36201,difficulty,nn
36202,opportunity,nn
36203,endeavouring,vbg
36204,please,vb
36205,seldom,rb
36206,happier,rbr
36207,life,nn
36208,wa,vbd
36209,receiving,vbg
36210,mrs.,nnp
36211,john,nnp
36212,dashwood,nnp
36213,'s,pos
36214,card,nn
36215,elinor,nnp
36216,effect,nn
36217,wa,vbz
36218,different,jj
36219,began,vbd
36220,immediately,rb
36221,determine,vb
36222,edward,nnp
36223,lived,vbd
36224,mother,nn
36225,must,md
36226,asked,vbn
36227,mother,nn
36228,wa,nn
36229,party,nn
36230,given,vbn
36231,sister,nn
36232,see,vb
36233,first,jj
36234,time,nn
36235,passed,vbd
36236,company,nn
36237,lucy,nnp
36238,--,:
36239,hardly,rb
36240,knew,vbd
36241,could,md
36242,bear,vb
36243,apprehension,nn
36244,perhaps,rb
36245,founded,vbn
36246,entirely,rb
36247,reason,nn
36248,certainly,rb
36249,truth,nn
36250,relieved,vbn
36251,however,rb
36252,recollection,nn
36253,good,jj
36254,lucy,nnp
36255,believed,vbd
36256,inflicting,vbg
36257,severe,jj
36258,disappointment,nn
36259,told,vbd
36260,edward,nnp
36261,certainly,rb
36262,would,md
36263,harley,nnp
36264,street,nnp
36265,tuesday,nnp
36266,even,rb
36267,hoped,vbd
36268,carrying,vbg
36269,pain,nn
36270,still,rb
36271,farther,rb
36272,persuading,vbg
36273,wa,vbz
36274,kept,vbd
36275,away,rb
36276,extreme,jj
36277,affection,nn
36278,could,md
36279,conceal,vb
36280,together,rb
36281,important,jj
36282,tuesday,nnp
36283,came,vbd
36284,wa,nn
36285,introduce,vb
36286,two,cd
36287,young,jj
36288,lady,nn
36289,formidable,jj
36290,mother-in-law,nn
36291,``,``
36292,pity,nnp
36293,dear,jj
36294,miss,nnp
36295,dashwood,nn
36296,'',''
36297,said,vbd
36298,lucy,nnp
36299,walked,vbd
36300,stair,nn
36301,together,rb
36302,--,:
36303,middletons,nnp
36304,arrived,vbd
36305,directly,rb
36306,mrs.,nnp
36307,jennings,nnp
36308,followed,vbd
36309,servant,nn
36310,time,nn
36311,--,:
36312,'',''
36313,nobody,nn
36314,feel,vb
36315,me.,nn
36316,--,:
36317,declare,vbp
36318,hardly,rb
36319,stand,vb
36320,good,jj
36321,gracious,jj
36322,--,:
36323,moment,nn
36324,shall,md
36325,see,vb
36326,person,nn
36327,happiness,nn
36328,depends,vbz
36329,--,:
36330,mother,nn
36331,'',''
36332,--,:
36333,elinor,nnp
36334,could,md
36335,given,vbn
36336,immediate,jj
36337,relief,nn
36338,suggesting,vbg
36339,possibility,nn
36340,miss,nnp
36341,morton,nnp
36342,'s,pos
36343,mother,nn
36344,rather,rb
36345,behold,vb
36346,instead,rb
36347,assured,vbd
36348,great,jj
36349,sincerity,nn
36350,pity,nn
36351,--,:
36352,utter,jj
36353,amazement,nn
36354,lucy,nnp
36355,though,in
36356,really,rb
36357,uncomfortable,jj
36358,hoped,vbd
36359,least,jjs
36360,object,nn
36361,irrepressible,jj
36362,envy,nn
36363,elinor,nnp
36364,mrs.,nnp
36365,ferrars,nnp
36366,wa,vbd
36367,little,jj
36368,thin,jj
36369,woman,nn
36370,upright,jj
36371,even,rb
36372,formality,nn
36373,figure,nn
36374,serious,jj
36375,even,rb
36376,sourness,vb
36377,aspect,nn
36378,complexion,nn
36379,wa,nn
36380,sallow,nn
36381,feature,nn
36382,small,jj
36383,without,in
36384,beauty,nn
36385,naturally,rb
36386,without,in
36387,expression,nn
36388,lucky,jj
36389,contraction,nn
36390,brow,nn
36391,rescued,vbn
36392,countenance,nn
36393,disgrace,nn
36394,insipidity,nn
36395,giving,vbg
36396,strong,jj
36397,character,nn
36398,pride,nn
36399,ill,jj
36400,nature,nn
36401,wa,vbd
36402,woman,nn
36403,many,jj
36404,word,nn
36405,unlike,in
36406,people,nns
36407,general,jj
36408,proportioned,vbd
36409,number,nn
36410,idea,nn
36411,syllable,jj
36412,escape,vb
36413,one,cd
36414,fell,vbd
36415,share,nn
36416,miss,nnp
36417,dashwood,nnp
36418,eyed,vbd
36419,spirited,jj
36420,determination,nn
36421,disliking,vbg
36422,event,nn
36423,elinor,nnp
36424,could,md
36425,made,vbn
36426,unhappy,jj
36427,behaviour.,nn
36428,--,:
36429,month,nn
36430,ago,in
36431,would,md
36432,hurt,vbn
36433,exceedingly,rb
36434,wa,vbz
36435,mrs.,nnp
36436,ferrars,nnp
36437,power,nn
36438,distress,vb
36439,--,:
36440,difference,nn
36441,manner,nn
36442,miss,nnp
36443,steeles,nnp
36444,difference,nn
36445,seemed,vbd
36446,purposely,rb
36447,made,vbn
36448,humble,vb
36449,amused,vbd
36450,could,md
36451,smile,jj
36452,see,vb
36453,graciousness,nn
36454,mother,nn
36455,daughter,nn
36456,towards,vbp
36457,person,nn
36458,--,:
36459,lucy,nnp
36460,wa,vbd
36461,particularly,rb
36462,distinguished,vbn
36463,--,:
36464,others,nns
36465,known,vbp
36466,much,rb
36467,would,md
36468,anxious,jj
36469,mortify,vb
36470,comparatively,rb
36471,power,nn
36472,wound,vb
36473,sat,vbd
36474,pointedly,rb
36475,slighted,vbn
36476,smiled,vbd
36477,graciousness,nn
36478,misapplied,jj
36479,could,md
36480,reflect,vb
36481,mean-spirited,jj
36482,folly,nn
36483,sprung,vbd
36484,observe,vbp
36485,studied,jj
36486,attention,nn
36487,miss,nnp
36488,steeles,nnp
36489,courted,vbd
36490,continuance,nn
36491,without,in
36492,thoroughly,rb
36493,despising,vbg
36494,four,cd
36495,lucy,nnp
36496,wa,in
36497,exultation,nn
36498,honorably,rb
36499,distinguished,vbn
36500,miss,nnp
36501,steele,nnp
36502,wanted,vbd
36503,teazed,vbn
36504,dr.,nnp
36505,davies,nnps
36506,perfectly,rb
36507,happy,jj
36508,dinner,nn
36509,wa,vbd
36510,grand,jj
36511,one,cd
36512,servant,nn
36513,numerous,jj
36514,every,dt
36515,thing,nn
36516,bespoke,vbd
36517,mistress,nnp
36518,'s,pos
36519,inclination,nn
36520,show,nn
36521,master,nnp
36522,'s,pos
36523,ability,nn
36524,support,vb
36525,spite,nn
36526,improvement,nn
36527,addition,nn
36528,making,vbg
36529,norland,nnp
36530,estate,nn
36531,spite,nn
36532,owner,nn
36533,within,in
36534,thousand,cd
36535,pound,nn
36536,obliged,vbn
36537,sell,vb
36538,loss,nn
36539,nothing,nn
36540,gave,vbd
36541,symptom,nn
36542,indigence,nn
36543,tried,vbn
36544,infer,vb
36545,--,:
36546,poverty,nn
36547,kind,nn
36548,except,in
36549,conversation,nn
36550,appeared,vbd
36551,--,:
36552,deficiency,nn
36553,wa,nn
36554,considerable,jj
36555,john,nnp
36556,dashwood,nnp
36557,much,jj
36558,say,vb
36559,wa,vbz
36560,worth,in
36561,hearing,vbg
36562,wife,nn
36563,still,rb
36564,le,vbn
36565,wa,vbz
36566,peculiar,jj
36567,disgrace,nn
36568,wa,vbz
36569,much,rb
36570,case,nn
36571,chief,nn
36572,visitor,nn
36573,almost,rb
36574,laboured,vbn
36575,one,cd
36576,disqualification,nn
36577,agreeable,jj
36578,--,:
36579,want,nnp
36580,sense,nn
36581,either,rb
36582,natural,jj
36583,improved,vbn
36584,--,:
36585,want,nn
36586,elegance,nn
36587,--,:
36588,want,nn
36589,spirit,nn
36590,--,:
36591,want,vbp
36592,temper,nn
36593,lady,nn
36594,withdrew,vbd
36595,drawing-room,nn
36596,dinner,nn
36597,poverty,nn
36598,wa,vbd
36599,particularly,rb
36600,evident,jj
36601,gentleman,nn
36602,supplied,vbn
36603,discourse,nn
36604,variety,nn
36605,--,:
36606,variety,nn
36607,politics,nns
36608,inclosing,vbg
36609,land,nn
36610,breaking,vbg
36611,horse,nn
36612,--,:
36613,wa,vbz
36614,one,cd
36615,subject,nn
36616,engaged,vbd
36617,lady,nn
36618,till,nn
36619,coffee,nn
36620,came,vbd
36621,wa,vbp
36622,comparative,jj
36623,height,nn
36624,harry,nnp
36625,dashwood,nnp
36626,lady,nnp
36627,middleton,nnp
36628,'s,pos
36629,second,jj
36630,son,nn
36631,william,nnp
36632,nearly,rb
36633,age,nn
36634,child,nn
36635,affair,nn
36636,might,md
36637,determined,vbn
36638,easily,rb
36639,measuring,vbg
36640,harry,nnp
36641,wa,vbd
36642,present,jj
36643,wa,vbz
36644,conjectural,jj
36645,assertion,nn
36646,side,nn
36647,every,dt
36648,body,nn
36649,right,nn
36650,equally,rb
36651,positive,jj
36652,opinion,nn
36653,repeat,vb
36654,often,rb
36655,liked,vbd
36656,party,nn
36657,stood,vbd
36658,thus,rb
36659,two,cd
36660,mother,nn
36661,though,in
36662,really,rb
36663,convinced,jj
36664,son,nn
36665,wa,vbd
36666,tallest,jjs
36667,politely,rb
36668,decided,vbd
36669,favour,nn
36670,two,cd
36671,grandmother,nn
36672,le,jj
36673,partiality,nn
36674,sincerity,nn
36675,equally,rb
36676,earnest,jjs
36677,support,nn
36678,descendant,nn
36679,lucy,nnp
36680,wa,vbd
36681,hardly,rb
36682,le,jj
36683,anxious,jj
36684,please,vb
36685,one,cd
36686,parent,nn
36687,thought,vbd
36688,boy,nn
36689,remarkably,rb
36690,tall,nn
36691,age,nn
36692,could,md
36693,conceive,vb
36694,could,md
36695,smallest,jjs
36696,difference,nn
36697,world,nn
36698,miss,nnp
36699,steele,nnp
36700,yet,rb
36701,greater,jjr
36702,address,nn
36703,gave,vbd
36704,fast,nn
36705,could,md
36706,favour,nn
36707,elinor,nnp
36708,delivered,vbn
36709,opinion,nn
36710,william,nnp
36711,'s,pos
36712,side,nn
36713,offended,vbd
36714,mrs.,nnp
36715,ferrars,nnp
36716,fanny,nnp
36717,still,rb
36718,see,vb
36719,necessity,nn
36720,enforcing,vbg
36721,farther,jj
36722,assertion,nn
36723,marianne,nnp
36724,called,vbn
36725,'s,pos
36726,offended,vbd
36727,declaring,vbg
36728,opinion,nn
36729,give,vb
36730,never,rb
36731,thought,vbn
36732,removing,nn
36733,norland,nnp
36734,elinor,nnp
36735,painted,vbn
36736,pretty,jj
36737,pair,nn
36738,screen,nn
36739,sister-in-law,nn
36740,mounted,vbn
36741,brought,vbn
36742,home,nn
36743,ornamented,vbd
36744,present,jj
36745,drawing,jj
36746,room,nn
36747,screen,nn
36748,catching,vbg
36749,eye,nn
36750,john,nnp
36751,dashwood,nnp
36752,following,vbg
36753,gentleman,nn
36754,room,nn
36755,officiously,rb
36756,handed,vbn
36757,colonel,nnp
36758,brandon,nnp
36759,admiration,nn
36760,``,``
36761,done,vbn
36762,eldest,jjs
36763,sister,nn
36764,'',''
36765,said,vbd
36766,``,``
36767,man,nn
36768,taste,nn
36769,dare,vbp
36770,say,vb
36771,pleased,vbn
36772,know,vb
36773,whether,in
36774,ever,rb
36775,happened,vbn
36776,see,vb
36777,performance,nn
36778,general,jj
36779,reckoned,vbn
36780,draw,vb
36781,extremely,rb
36782,well,rb
36783,'',''
36784,colonel,nnp
36785,though,in
36786,disclaiming,vbg
36787,pretension,nn
36788,connoisseurship,vb
36789,warmly,rb
36790,admired,vbd
36791,screen,nn
36792,would,md
36793,done,vbn
36794,thing,nn
36795,painted,vbn
36796,miss,nnp
36797,dashwood,nnp
36798,curiosity,nn
36799,others,nns
36800,course,nn
36801,excited,vbn
36802,handed,vbn
36803,round,nn
36804,general,jj
36805,inspection,nn
36806,mrs.,nnp
36807,ferrars,nnp
36808,aware,jj
36809,elinor,nnp
36810,'s,pos
36811,work,nn
36812,particularly,rb
36813,requested,vbn
36814,look,vb
36815,received,vbn
36816,gratifying,vbg
36817,testimony,nn
36818,lady,nnp
36819,middletons,nnp
36820,'s,pos
36821,approbation,nn
36822,fanny,nnp
36823,presented,vbd
36824,mother,nn
36825,considerately,rb
36826,informing,vbg
36827,time,nn
36828,done,vbn
36829,miss,nnp
36830,dashwood,nnp
36831,``,``
36832,hum,nnp
36833,'',''
36834,--,:
36835,said,vbd
36836,mrs.,nnp
36837,ferrars,nnp
36838,--,:
36839,'',''
36840,pretty,rb
36841,'',''
36842,--,:
36843,without,in
36844,regarding,vbg
36845,returned,vbd
36846,daughter,nn
36847,perhaps,rb
36848,fanny,nnp
36849,thought,vbd
36850,moment,nn
36851,mother,nn
36852,quite,rb
36853,rude,jj
36854,enough,rb
36855,--,:
36856,colouring,vbg
36857,little,jj
36858,immediately,rb
36859,said,vbd
36860,'',''
36861,pretty,rb
36862,ma'am,fw
36863,--,:
36864,n't,rb
36865,'',''
36866,dread,nn
36867,civil,jj
36868,encouraging,vbg
36869,probably,rb
36870,came,vbd
36871,presently,rb
36872,added,vbd
36873,'',''
36874,think,vb
36875,something,nn
36876,miss,nnp
36877,morton,nnp
36878,'s,pos
36879,style,nn
36880,painting,nn
36881,ma'am,nnp
36882,--,:
36883,paint,vb
36884,delightfully,rb
36885,--,:
36886,beautifully,rb
36887,last,jj
36888,landscape,nn
36889,done,vbn
36890,'',''
36891,``,``
36892,beautifully,nnp
36893,indeed,rb
36894,doe,vbz
36895,every,dt
36896,thing,nn
36897,well,rb
36898,'',''
36899,marianne,nnp
36900,could,md
36901,bear,vb
36902,this.,nn
36903,--,:
36904,wa,vbd
36905,already,rb
36906,greatly,rb
36907,displeased,vbn
36908,mrs.,nnp
36909,ferrars,nnp
36910,ill-timed,jj
36911,praise,nn
36912,another,dt
36913,elinor,nnp
36914,'s,pos
36915,expense,nn
36916,though,in
36917,notion,nn
36918,wa,vbp
36919,principally,rb
36920,meant,vbn
36921,provoked,vbd
36922,immediately,rb
36923,say,vb
36924,warmth,nn
36925,'',''
36926,admiration,nn
36927,particular,jj
36928,kind,nn
36929,--,:
36930,miss,nnp
36931,morton,nnp
36932,u,vb
36933,--,:
36934,know,vbp
36935,care,vbp
36936,--,:
36937,elinor,nnp
36938,think,vbp
36939,speak,vbp
36940,'',''
36941,saying,jj
36942,took,vbd
36943,screen,nn
36944,sister-in-law,nn
36945,'s,pos
36946,hand,nn
36947,admire,vb
36948,ought,md
36949,admired,vbn
36950,mrs.,nnp
36951,ferrars,nnp
36952,looked,vbd
36953,exceedingly,rb
36954,angry,jj
36955,drawing,vbg
36956,stiffly,nn
36957,ever,rb
36958,pronounced,vbd
36959,retort,nn
36960,bitter,jj
36961,philippic,nn
36962,``,``
36963,miss,nnp
36964,morton,nnp
36965,lord,nnp
36966,morton,nnp
36967,'s,pos
36968,daughter,nn
36969,'',''
36970,fanny,nnp
36971,looked,vbd
36972,angry,jj
36973,husband,nn
36974,wa,nn
36975,fright,nn
36976,sister,nn
36977,'s,pos
36978,audacity,nn
36979,elinor,nnp
36980,wa,vbd
36981,much,rb
36982,hurt,jj
36983,marianne,nnp
36984,'s,pos
36985,warmth,nn
36986,produced,vbd
36987,colonel,nnp
36988,brandon,nnp
36989,'s,pos
36990,eye,nn
36991,fixed,vbn
36992,marianne,nnp
36993,declared,vbd
36994,noticed,vbd
36995,wa,vbd
36996,amiable,jj
36997,affectionate,nn
36998,heart,nn
36999,could,md
37000,bear,vb
37001,see,vb
37002,sister,nn
37003,slighted,vbn
37004,smallest,jjs
37005,point,nn
37006,marianne,nnp
37007,'s,pos
37008,feeling,nn
37009,stop,vb
37010,cold,jj
37011,insolence,nn
37012,mrs.,nnp
37013,ferrars,nnp
37014,'s,pos
37015,general,jj
37016,behaviour,nn
37017,sister,nn
37018,seemed,vbd
37019,foretell,vb
37020,difficulty,nn
37021,distress,nn
37022,elinor,nnp
37023,wounded,jj
37024,heart,nn
37025,taught,vbd
37026,think,vb
37027,horror,nn
37028,urged,vbn
37029,strong,jj
37030,impulse,nn
37031,affectionate,jj
